,data_point,test_time,date_time,step_time,step_index,cycle_index,current,voltage,charge_capacity,discharge_capacity,charge_energy,discharge_energy,_dv/dt,internal_resistance,temperature,aux_voltage,date_time_iso,time_since_cycle_start
1600,1600,17043.71875,1535520256.0,170.87449645996094,8,1,1.0998992919921875,3.4162302017211914,0.93208504,0.0,3.2277491,0.0,0.00011253357,,30.29216766357422,,2018-08-29T05:24:16+00:00,12.8
1700,1700,17543.91015625,1535520768.0,671.0662231445312,8,1,0.38547483086586,3.600025177001953,1.0624975,0.0,3.6810577,0.0,3.9100647e-05,,30.108827590942383,,2018-08-29T05:32:48+00:00,21.33333333333333
1800,1800,18045.017578125,1535521280.0,1172.17431640625,8,1,0.0581614486873149,3.60001277923584,1.0774112,0.0,3.7347472,0.0,0.0,,29.972074508666992,,2018-08-29T05:41:20+00:00,29.866666666666667
1900,1900,18372.47265625,1535521536.0,286.5155944824219,10,1,-4.400089740753174,3.139646530151367,1.0779303,0.3497977,3.7366161,1.1117932,-0.0001783371,,30.10378837585449,,2018-08-29T05:45:36+00:00,34.13333333333333
2000,2000,18873.3671875,1535522048.0,787.4102172851562,10,1,-4.399935245513916,2.9127769470214844,1.0779303,0.96199691,3.7366161,2.98788,-0.0017652512,,30.360076904296875,,2018-08-29T05:54:08+00:00,42.66666666666666
2100,2100,19011.4140625,1535522176.0,925.4564208984376,10,1,-0.651789665222168,1.999995231628418,1.0779303,1.0716422,3.7366161,3.2808566,2.5749207e-05,,30.425092697143555,,2018-08-29T05:56:16+00:00,44.8
2200,2200,19271.310546875,1535522432.0,8.180000305175781,3,2,6.161140441894531,3.027210235595703,0.013519929,0.0,0.039118554,0.0,0.024581909,,30.43151092529297,,2018-08-29T06:00:32+00:00,0.0
2300,2300,19558.03515625,1535522816.0,45.72819900512695,5,2,5.2807464599609375,3.4963598251342773,0.50669855,0.0,1.7399184,0.0,0.00023078918,,30.597137451171875,,2018-08-29T06:06:56+00:00,6.4
2400,2400,19995.16796875,1535523200.0,125.65910339355467,8,2,1.099909782409668,3.4105453491210938,0.91840088,0.0,3.178715,0.0,5.0544739e-05,,30.44438362121582,,2018-08-29T06:13:20+00:00,12.8
2500,2500,20494.970703125,1535523712.0,625.461181640625,8,2,0.6151334643363953,3.6000003814697266,1.0607123,0.0,3.6715798,0.0,-9.5367432e-06,,30.3419132232666,,2018-08-29T06:21:52+00:00,21.33333333333333
2600,2600,20995.900390625,1535524224.0,1126.391357421875,8,2,0.0604460686445236,3.600025177001953,1.0782531,0.0,3.7347271,0.0,5.0544739e-05,,30.262670516967773,,2018-08-29T06:30:24+00:00,29.866666666666667
2700,2700,21326.720703125,1535524480.0,278.6005859375,10,2,-4.399965286254883,3.1430835723876958,1.0789382,0.34015593,3.7371936,1.0821279,-0.00018596649,,30.416635513305664,,2018-08-29T06:34:40+00:00,34.13333333333333
2800,2800,21827.71875,1535524992.0,779.5980224609375,10,2,-4.399860858917236,2.93115234375,1.0789382,0.95243573,3.7371936,2.9621677,-0.0015630722,,30.607152938842773,,2018-08-29T06:43:12+00:00,42.66666666666666
2900,2900,21964.779296875,1535525120.0,916.6583862304688,10,2,-0.7914853096008301,1.999982833862305,1.0789382,1.0724072,3.7371936,3.28633,3.0517578e-05,,30.683408737182617,,2018-08-29T06:45:20+00:00,44.8
3000,3000,22225.388671875,1535525376.0,7.361700057983398,3,3,6.161376953125,3.006338119506836,0.012090869,0.0,0.034790915,0.0,0.027256966,,30.691394805908203,,2018-08-29T06:49:36+00:00,0.0
3100,3100,22502.826171875,1535525760.0,35.64690017700195,5,3,5.281661987304688,3.493046760559082,0.49187872,0.0,1.6873904,0.0,0.00020503998,,30.684345245361328,,2018-08-29T06:56:00+00:00,6.4
3200,3200,22950.115234375,1535526144.0,125.69029998779295,8,3,1.1001787185668943,3.409652709960937,0.91844451,0.0,3.1776135,0.0,0.0001373291,,30.70508575439453,,2018-08-29T07:02:24+00:00,12.8
3300,3300,23449.087890625,1535526656.0,624.6640014648438,8,3,0.6230959892272949,3.6000280380249023,1.0617261,0.0,3.6735623,0.0,9.5367432e-06,,30.427614212036133,,2018-08-29T07:10:56+00:00,21.33333333333333
3400,3400,23950.025390625,1535527168.0,1125.6016845703125,8,3,0.0586903840303421,3.6000280380249023,1.0793774,0.0,3.737107,0.0,4.7683716e-06,,30.47639274597168,,2018-08-29T07:19:28+00:00,29.866666666666667
3500,3500,24278.7421875,1535527424.0,290.8598022460937,10,3,-4.399887561798096,3.141983985900879,1.0798496,0.35513598,3.738807,1.1296358,-0.00019550323,,30.55962181091309,,2018-08-29T07:23:44+00:00,34.13333333333333
3600,3600,24779.76953125,1535527936.0,791.8876953125,10,3,-4.400160789489746,2.914918899536133,1.0798496,0.96748626,3.738807,3.0077286,-0.0018825531,,30.792272567749023,,2018-08-29T07:32:16+00:00,42.66666666666666
3700,3700,24915.533203125,1535528064.0,927.652099609375,10,3,-0.6147027015686035,2.000011444091797,1.0798496,1.0740223,3.738807,3.2923813,1.2397766e-05,,30.82776260375977,,2018-08-29T07:34:24+00:00,44.8
3800,3800,25168.986328125,1535528320.0,8.561699867248535,3,4,6.159717559814453,3.0337581634521484,0.01247546,0.0,0.03594305,0.0,0.026636124,,30.71832656860352,,2018-08-29T07:38:40+00:00,0.0
3900,3900,25455.3046875,1535528704.0,45.67829895019531,5,4,5.2801055908203125,3.4945945739746094,0.50662971,0.0,1.7385373,0.0,0.00024318695,,30.797531127929688,,2018-08-29T07:45:04+00:00,6.4
4000,4000,25907.4375,1535529088.0,140.65859985351562,8,4,1.1005220413208008,3.410238265991211,0.92293996,0.0,3.1922305,0.0,6.5803528e-05,,30.695825576782227,,2018-08-29T07:51:28+00:00,12.8
4100,4100,26407.111328125,1535529600.0,640.3330078125,8,4,0.6025254130363464,3.60003662109375,1.0638795,0.0,3.6803384,0.0,2.3841858e-05,,30.60735321044922,,2018-08-29T08:00:00+00:00,21.33333333333333
4200,4200,26908.04296875,1535530112.0,1141.262939453125,8,4,0.0563543625175952,3.60001277923584,1.0803559,0.0,3.7396536,0.0,3.6239624e-05,,30.626955032348636,,2018-08-29T08:08:32+00:00,29.866666666666667
4300,4300,27235.552734375,1535530496.0,311.4320983886719,10,4,-4.400203704833984,3.1386375427246094,1.0805097,0.38027245,3.7402072,1.2088814,-0.00022602081,,30.674448013305664,,2018-08-29T08:14:56+00:00,36.266666666666666
4400,4400,27734.623046875,1535530880.0,810.501220703125,10,4,-4.399582386016846,2.876717567443848,1.0805097,0.9901818,3.7402072,3.0746028,-0.0027999878,,30.906757354736328,,2018-08-29T08:21:20+00:00,42.66666666666666
4500,4500,27872.248046875,1535531136.0,948.1270751953124,10,4,-0.466519147157669,2.000112533569336,1.0805097,1.0758462,3.7402072,3.2979648,-4.1007996e-05,,30.9420223236084,,2018-08-29T08:25:36+00:00,46.93333333333333
4600,4600,28097.56640625,1535531264.0,10.039400100708008,3,5,6.1609649658203125,3.063732147216797,0.015820371,0.0,0.04608532,0.0,0.021944046,,30.82040023803711,,2018-08-29T08:27:44+00:00,0.0
4700,4700,28402.46484375,1535531648.0,65.72879791259766,5,5,5.277748107910156,3.498607635498047,0.53602725,0.0,1.8409344,0.0,0.00021648407,,30.864002227783203,,2018-08-29T08:34:08+00:00,6.4
4800,4800,28849.537109375,1535532032.0,155.67269897460938,8,5,1.1000757217407229,3.4110565185546875,0.92751104,0.0,3.2071924,0.0,0.00010871887,,30.763652801513672,,2018-08-29T08:40:32+00:00,12.8
4900,4900,29348.7890625,1535532544.0,654.9251708984375,8,5,0.5070849657058716,3.59999942779541,1.0656618,1.9428725e-09,3.6859291,6.9584649e-09,1.9073486e-06,,30.71141815185547,,2018-08-29T08:49:04+00:00,21.33333333333333
5000,5000,29845.732421875,1535533056.0,1151.8670654296875,8,5,0.0549995750188827,3.599996566772461,1.0810724,1.9428725e-09,3.7414074,6.9584649e-09,-6.5803528e-05,,30.649572372436523,,2018-08-29T08:57:36+00:00,29.866666666666667
5100,5100,30180.35546875,1535533440.0,329.48980712890625,10,5,-4.4001898765563965,3.135540008544922,1.081073,0.40231168,3.7414095,1.2782737,-0.00018692017,,30.739938735961918,,2018-08-29T09:04:00+00:00,36.266666666666666
5200,5200,30672.94140625,1535533824.0,822.0751953125,10,5,-4.400138378143311,2.842428207397461,1.081073,1.0043632,3.7414095,3.1160901,-0.0037212372,,30.973573684692383,,2018-08-29T09:10:24+00:00,42.66666666666666
5300,5300,30814.642578125,1535534080.0,963.7755126953124,10,5,-0.3815183639526367,2.000006675720215,1.081073,1.0771015,3.7414095,3.3019538,1.335144e-05,,30.947269439697266,,2018-08-29T09:14:40+00:00,46.93333333333333
5400,5400,31022.47265625,1535534208.0,13.214599609375,3,6,6.159069061279297,3.1189956665039062,0.021856707,0.0,0.06470266,0.0,0.016880035,,30.88036727905273,,2018-08-29T09:16:48+00:00,0.0
5500,5500,31339.22265625,1535534592.0,80.76339721679688,5,6,5.279277801513672,3.5018539428710938,0.55808306,1.1973907e-11,1.9178495,4.0923643e-11,0.00020217896,,30.87324905395508,,2018-08-29T09:23:12+00:00,6.4
5600,5600,31786.32421875,1535534976.0,170.72079467773438,8,6,1.100224494934082,3.412080764770508,0.93209833,1.1973907e-11,3.2223938,4.0923643e-11,0.0001077652,,30.79922866821289,,2018-08-29T09:29:36+00:00,12.8
5700,5700,32286.0,1535535488.0,670.3961791992188,8,6,0.4605969786643982,3.600008010864258,1.0672479,1.1973907e-11,3.6910443,4.0923643e-11,3.6239624e-05,,30.7465763092041,,2018-08-29T09:38:08+00:00,21.33333333333333
5800,5800,32766.8984375,1535536000.0,4.017099857330322,9,6,0.0,3.596798896789551,1.0813656,1.1973907e-11,3.7418683,4.0923643e-11,-0.00051307678,,30.75614547729492,,2018-08-29T09:46:40+00:00,29.866666666666667
5900,5900,33113.125,1535536256.0,345.1619873046875,10,6,-4.400465965270996,3.1326160430908203,1.0813656,0.42150661,3.7418683,1.3386407,-0.00022697449,,30.83123588562012,,2018-08-29T09:50:56+00:00,34.13333333333333
6000,6000,33597.73828125,1535536768.0,829.7772827148438,10,6,-4.399919033050537,2.812441825866699,1.0813656,1.0138099,3.7418683,3.1434376,-0.0046138763,,30.89777565002441,,2018-08-29T09:59:28+00:00,42.66666666666666
6100,6100,33747.0625,1535536896.0,979.1016235351562,10,6,-0.3369359076023102,1.999942779541016,1.0813656,1.0781381,3.7418683,3.3050461,-9.8228455e-05,,30.92526054382324,,2018-08-29T10:01:36+00:00,44.8
6200,6200,33939.6171875,1535537152.0,13.785599708557127,3,7,6.1589202880859375,3.1277246475219727,0.023075111,0.0,0.068503805,0.0,0.015967369,,30.824613571166992,,2018-08-29T10:05:52+00:00,0.0
6300,6300,34265.7578125,1535537408.0,90.7335968017578,5,7,5.2802734375,3.5041160583496094,0.57267773,0.0,1.9688568,0.0,0.00028038025,,30.895896911621094,,2018-08-29T10:10:08+00:00,4.266666666666667
6400,6400,34713.02734375,1535537920.0,180.785400390625,8,7,1.0998592376708984,3.4127368927001958,0.93527073,0.0,3.2330358,0.0,8.5830688e-05,,30.885786056518555,,2018-08-29T10:18:40+00:00,12.8
6500,6500,35211.8046875,1535538432.0,679.5623779296875,8,7,0.4224810898303985,3.6000003814697266,1.0682727,0.0,3.6944289,0.0,2.0027161e-05,,30.856300354003903,,2018-08-29T10:27:12+00:00,21.33333333333333
6600,6600,35676.0703125,1535538944.0,0.25450000166893,10,7,-1.847581386566162,3.558640480041504,1.0815887,6.7700435e-05,3.7423666,0.00024168094,-0.031171799,,30.820913314819336,,2018-08-29T10:35:44+00:00,29.866666666666667
6700,6700,36048.37890625,1535539200.0,372.5646057128906,10,7,-4.399999141693115,3.1267385482788086,1.0815887,0.45500085,3.7423666,1.4436301,-0.00026321411,,30.863862991333008,,2018-08-29T10:40:00+00:00,34.13333333333333
6800,6800,36515.8203125,1535539712.0,840.002685546875,10,7,-4.400230407714844,2.758387565612793,1.0815887,1.0263191,3.7423666,3.1786757,-0.0062074661,,30.851978302001957,,2018-08-29T10:48:32+00:00,42.66666666666666
6900,6900,36680.0859375,1535539840.0,1004.2692260742188,10,7,-0.2325131893157959,2.000019073486328,1.0815887,1.0792329,3.7423666,3.3077824,6.1035156e-05,,30.859451293945312,,2018-08-29T10:50:40+00:00,44.8
7000,7000,36846.23046875,1535540096.0,18.036399841308597,3,8,6.160282135009766,3.184611320495605,0.030356819,0.0,0.091490112,0.0,0.01260376,,30.81328582763672,,2018-08-29T10:54:56+00:00,0.0
7100,7100,37193.359375,1535540352.0,115.89820098876952,5,8,5.279636383056641,3.510074615478516,0.60967726,0.0,2.0984566,0.0,0.00023365021,,30.889572143554688,,2018-08-29T10:59:12+00:00,4.266666666666667
7200,7200,37640.51171875,1535540864.0,205.85870361328125,8,8,1.100053787231445,3.415023803710937,0.94296336,6.8807577e-09,3.2590375,2.3655046e-08,0.00010490417,,30.935583114624023,,2018-08-29T11:07:44+00:00,12.8
7300,7300,38139.390625,1535541376.0,704.7376708984375,8,8,0.3468343317508697,3.6000232696533203,1.0701418,6.8807577e-09,3.7007971,2.3655046e-08,3.9100647e-05,,30.848100662231445,,2018-08-29T11:16:16+00:00,21.33333333333333
7400,7400,38582.16015625,1535541760.0,0.5013999938964844,10,8,-3.783338069915772,3.5112409591674805,1.081903,0.00013834001,3.7431374,0.00049203163,-0.04499054,,30.87698173522949,,2018-08-29T11:22:40+00:00,27.73333333333333
7500,7500,38972.7421875,1535542144.0,391.0846862792969,10,8,-4.399954795837402,3.1226205825805664,1.081903,0.47765857,3.7431374,1.5145578,-0.00029373169,,30.89808464050293,,2018-08-29T11:29:04+00:00,34.13333333333333
7600,7600,39427.23828125,1535542656.0,845.5827026367188,10,8,-4.4004082679748535,2.7217092514038086,1.081903,1.0331218,3.7431374,3.197654,-0.0075187683,,30.884859085083008,,2018-08-29T11:37:36+00:00,42.66666666666666
7700,7700,39611.23828125,1535542784.0,1029.5792236328125,10,8,-0.1755744516849517,1.999979019165039,1.081903,1.080289,3.7431374,3.3104532,4.3869019e-05,,30.89556121826172,,2018-08-29T11:39:44+00:00,44.8
7800,7800,39758.0546875,1535542912.0,23.105300903320312,3,9,6.159267425537109,3.2388410568237305,0.039058879,4.4937121e-09,0.11943001,9.3741983e-09,0.0099611282,,30.83207893371582,,2018-08-29T11:41:52+00:00,0.0
7900,7900,40125.01953125,1535543296.0,140.84910583496094,5,9,5.282024383544922,3.5163087844848637,0.64627379,4.4937121e-09,2.2269187,9.3741983e-09,0.00027751923,,30.98167991638184,,2018-08-29T11:48:16+00:00,6.4
8000,8000,40572.1953125,1535543808.0,230.93719482421875,8,9,1.1000852584838867,3.4172897338867188,0.95049012,4.4937121e-09,3.2845423,9.3741983e-09,0.00010490417,,31.017147064208984,,2018-08-29T11:56:48+00:00,14.933333333333334
8100,8100,41071.40625,1535544320.0,730.150390625,8,9,0.280379444360733,3.600016593933105,1.0717767,4.4937121e-09,3.7063787,9.3741983e-09,-2.7656555e-05,,30.90924644470215,,2018-08-29T12:05:20+00:00,23.466666666666665
8200,8200,41483.7890625,1535544704.0,2.026099920272827,10,9,-4.400644779205322,3.43281364440918,1.0820884,0.0013708714,3.7435005,0.0047822725,-0.083993912,,30.92555809020996,,2018-08-29T12:11:44+00:00,29.866666666666667
8300,8300,41908.9140625,1535545088.0,427.1510009765625,10,9,-4.400080680847168,3.1139020919799805,1.0820884,0.52172035,3.7435005,1.6520923,-0.00025081635,,30.868288040161133,,2018-08-29T12:18:08+00:00,36.266666666666666
8400,8400,42335.65234375,1535545600.0,853.890625,10,9,-4.400148868560791,2.649277687072754,1.0820884,1.0432519,3.7435005,3.2251325,-0.010233879,,30.922666549682617,,2018-08-29T12:26:40+00:00,44.8
8500,8500,42541.50390625,1535545728.0,1059.740478515625,10,9,-0.1284918338060379,1.9999704360961916,1.0820884,1.0811044,3.7435005,3.3123927,-9.5367432e-07,,30.85154914855957,,2018-08-29T12:28:48+00:00,46.93333333333333
8600,8600,42666.64453125,1535545856.0,31.176300048828125,3,10,6.159934997558594,3.3048133850097656,0.052838571,0.0,0.16456024,0.0,0.0073432922,,30.857667922973636,,2018-08-29T12:30:56+00:00,0.0
8700,8700,43040.5,1535546240.0,5.563600063323975,6,10,3.932659149169922,3.486905097961426,0.66578567,0.0,2.2953269,0.0,-0.00082874298,,31.06996154785156,,2018-08-29T12:37:20+00:00,6.4
8800,8800,43512.70703125,1535546752.0,270.9031066894531,8,10,1.099945068359375,3.421497344970703,0.96271777,0.0,3.3262389,0.0,8.5830688e-05,,30.996095657348636,,2018-08-29T12:45:52+00:00,14.933333333333334
8900,8900,44011.2734375,1535547264.0,769.4680786132812,8,10,0.2105149924755096,3.599993705749512,1.0737622,0.0,3.713346,0.0,1.7166138e-05,,30.94388008117676,,2018-08-29T12:54:24+00:00,23.466666666666665
9000,9000,44387.46875,1535547648.0,6.014500141143799,10,10,-4.400556564331055,3.355266571044922,1.0822251,0.0070125749,3.7438123,0.02394074,-0.014940262,,30.893112182617188,,2018-08-29T13:00:48+00:00,29.866666666666667
9100,9100,44846.2421875,1535548032.0,464.7872924804688,10,10,-4.4000654220581055,3.1042394638061523,1.0822251,0.56772786,3.7438123,1.7952081,-0.00026702881,,30.90312957763672,,2018-08-29T13:07:12+00:00,36.266666666666666
9200,9200,45241.65625,1535548416.0,860.202880859375,10,10,-4.4000420570373535,2.573606491088867,1.0822251,1.0509698,3.7438123,3.2454386,-0.014073372,,30.896806716918945,,2018-08-29T13:13:36+00:00,42.66666666666666
9300,9300,45476.41015625,1535548672.0,1094.95751953125,10,10,-0.0914955511689186,2.0000247955322266,1.0822251,1.0818441,3.7438123,3.3140903,4.5776367e-05,,30.847431182861328,,2018-08-29T13:17:52+00:00,46.93333333333333
9400,9400,45577.4140625,1535548800.0,39.9817008972168,3,11,6.159069061279297,3.35648250579834,0.067920558,0.0,0.21483991,0.0,0.0048389435,,30.934398651123047,,2018-08-29T13:20:00+00:00,0.0
9500,9500,45967.54296875,1535549184.0,30.61680030822754,6,11,3.9300270080566406,3.481337547302246,0.69315749,0.0,2.3906403,0.0,2.3841858e-05,,31.08648109436035,,2018-08-29T13:26:24+00:00,6.4
9600,9600,46439.72265625,1535549696.0,295.9560852050781,8,11,1.0999298095703125,3.4243478775024414,0.97035038,0.0,3.3523085,0.0,0.0001077652,,31.006317138671875,,2018-08-29T13:34:56+00:00,14.933333333333334
9700,9700,46933.96484375,1535550080.0,790.1981201171875,8,11,0.1853125989437103,3.60006046295166,1.074697,0.0,3.7166111,0.0,4.0054321e-05,,30.90788459777832,,2018-08-29T13:41:20+00:00,21.33333333333333
9800,9800,47289.921875,1535550464.0,9.860600471496582,10,11,-4.39987850189209,3.3131799697875977,1.0822524,0.011698342,3.7438104,0.039554264,-0.0096387863,,30.76541519165039,,2018-08-29T13:47:44+00:00,27.73333333333333
9900,9900,47765.64453125,1535550976.0,485.5823059082031,10,11,-4.399769306182861,3.098561286926269,1.0822524,0.59314185,3.7438104,1.873987,-0.00028705597,,30.85396957397461,,2018-08-29T13:56:16+00:00,36.266666666666666
10000,10000,48142.9296875,1535551360.0,862.8687744140625,10,11,-4.400078296661377,2.531264305114746,1.0822524,1.0535166,3.7438104,3.2517982,-0.016069412,,30.90003776550293,,2018-08-29T14:02:40+00:00,42.66666666666666
10100,10100,48395.0625,1535551616.0,1115.0008544921875,10,11,-0.0739111229777336,1.999979019165039,1.0822524,1.0821651,3.7438104,3.3145978,3.4332275e-05,,30.894628524780277,,2018-08-29T14:06:56+00:00,46.93333333333333
10200,10200,48495.53125,1535551744.0,65.9115982055664,3,12,6.1622314453125,3.41019344329834,0.1121749,1.2938178e-08,0.36482105,2.6917036e-08,0.001162529,,30.949142456054688,,2018-08-29T14:09:04+00:00,2.1333333333333333
10300,10300,48889.77734375,1535552128.0,60.68870162963867,6,12,3.930675506591797,3.4847640991210938,0.72600061,2.1863931e-08,2.5048738,5.7596878e-08,0.00017929077,,31.17679786682129,,2018-08-29T14:15:28+00:00,8.533333333333333
10400,10400,49357.078125,1535552512.0,321.1282958984375,8,12,1.0997819900512695,3.427558898925781,0.97806191,2.1863931e-08,3.3785324,5.7596878e-08,0.0001707077,,31.06683158874512,,2018-08-29T14:21:52+00:00,14.933333333333334
10500,10500,49851.9765625,1535553024.0,816.0299072265625,8,12,0.1629394441843032,3.5999622344970703,1.0757264,2.1863931e-08,3.7200766,5.7596878e-08,-4.6730042e-05,,30.858604431152344,,2018-08-29T14:30:24+00:00,23.466666666666665
10600,10600,50189.66796875,1535553408.0,19.81789970397949,10,12,-4.399886608123779,3.251605033874512,1.0823029,0.023841312,3.7437525,0.079363421,-0.004327774,,30.79954719543457,,2018-08-29T14:36:48+00:00,29.866666666666667
10700,10700,50686.35546875,1535553920.0,516.5029296875,10,12,-4.399958610534668,3.089926719665528,1.0823029,0.63089991,3.7437525,1.9907686,-0.0003080368,,30.77679443359375,,2018-08-29T14:45:20+00:00,38.4
10800,10800,51035.91015625,1535554176.0,866.0579223632812,10,12,-4.400143146514893,2.4673995971679688,1.0823029,1.0576299,3.7437525,3.2619154,-0.02103138,,30.917369842529297,,2018-08-29T14:49:36+00:00,42.66666666666666
10900,10900,51311.9296875,1535554560.0,1142.0799560546875,10,12,-0.0549963451921939,1.999979019165039,1.0823029,1.0824604,3.7437525,3.3149641,0.00010108948,,30.89103126525879,,2018-08-29T14:56:00+00:00,49.06666666666667
11000,11000,51412.0546875,1535554560.0,94.96749877929688,3,13,6.160324096679688,3.438091278076172,0.16204095,5.1540785e-09,0.53556198,1.0732746e-08,0.00091934204,,31.014636993408203,,2018-08-29T14:56:00+00:00,0.0
11100,11100,51802.2578125,1535554944.0,85.71710205078125,6,13,3.9308090209960938,3.4891653060913086,0.75330073,5.1540785e-09,2.599915,1.0732746e-08,0.00023937225,,31.149314880371094,,2018-08-29T15:02:24+00:00,6.4
11200,11200,52269.6796875,1535555456.0,346.2544860839844,8,13,1.1001014709472656,3.431157112121582,0.98574764,5.1540785e-09,3.4046996,1.0732746e-08,0.00018405914,,31.001060485839844,,2018-08-29T15:10:56+00:00,14.933333333333334
11300,11300,52768.6953125,1535555968.0,845.2670288085938,8,13,0.1369242221117019,3.6000213623046875,1.07675,1.2736582e-08,3.7235272,3.7888142e-08,6.6757202e-06,,30.845895767211918,,2018-08-29T15:19:28+00:00,23.466666666666665
11400,11400,53103.48828125,1535556352.0,45.63809967041016,10,13,-4.400251388549805,3.202106475830078,1.08237,0.055349451,3.7437594,0.18083091,-0.00084114075,,30.850738525390625,,2018-08-29T15:25:52+00:00,29.866666666666667
11500,11500,53604.6015625,1535556864.0,546.7509155273438,10,13,-4.400021076202393,3.0812463760375977,1.08237,0.66788089,3.7437594,2.1049595,-0.00031280518,,30.876203536987305,,2018-08-29T15:34:24+00:00,38.4
11600,11600,53926.30859375,1535557120.0,868.4588012695312,10,13,-4.399930477142334,2.4060230255126958,1.08237,1.0610847,3.7437594,3.2705534,-0.028944016,,30.962522506713867,,2018-08-29T15:38:40+00:00,42.66666666666666
11700,11700,54200.1484375,1535557376.0,0.1006999984383583,3,14,0.9208869934082032,2.137413024902344,6.6398775e-06,0.0,1.394752e-05,0.0,0.014432907,,31.02052116394043,,2018-08-29T15:42:56+00:00,0.0
11800,11800,54328.94140625,1535557504.0,0.0144999995827674,4,14,0.0026283264160156,3.3627233505249023,0.22001053,0.0,0.73551071,0.0,0.00053310394,,31.070146560668945,,2018-08-29T15:45:04+00:00,2.1333333333333333
11900,11900,54730.36328125,1535557888.0,130.8343048095703,6,14,3.9314193725585938,3.498215675354004,0.80260724,1.3046261e-08,2.7719588,4.4549896e-08,0.00021457672,,31.15521049499512,,2018-08-29T15:51:28+00:00,8.533333333333333
12000,12000,55202.76171875,1535558400.0,396.4089050292969,8,14,1.1002235412597656,3.4405651092529297,1.0010673,1.3046261e-08,3.4570799,4.4549896e-08,0.00025177002,,31.01987838745117,,2018-08-29T16:00:00+00:00,17.066666666666666
